Time,RTT,No.,Source,Destination,Protocol,Length,Info,Country,Region,City,Org,Longitude,Latitude,Connection,Label
2024-07-07 22:21:46,28.203125,17182,192.168.8.134,162.249.72.5,UDP,561,61162  >  7116 Len=519,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:21:47,28.5,17297,162.249.72.5,192.168.8.134,UDP,694,7116  >  61162 Len=652,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:21:48,28.0,17591,162.249.72.5,192.168.8.134,UDP,53,7116  >  61162 Len=11,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:21:49,28.08928571428572,17620,162.249.72.5,192.168.8.134,UDP,61,7116  >  61162 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:21:50,28.1875,17709,192.168.8.134,162.249.72.5,UDP,69,61162  >  7116 Len=27,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:21:51,28.16666666666667,17804,192.168.8.134,162.249.72.5,UDP,75,61162  >  7116 Len=33,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:21:52,28.26190476190476,17931,192.168.8.134,162.249.72.5,UDP,75,61162  >  7116 Len=33,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:21:53,28.00649350649351,18034,162.249.72.5,192.168.8.134,UDP,80,7116  >  61162 Len=38,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:21:54,27.92307692307692,18227,162.249.72.5,192.168.8.134,UDP,80,7116  >  61162 Len=38,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:21:55,27.95833333333333,18277,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:21:56,28.04545454545455,18404,162.249.72.5,192.168.8.134,UDP,80,7116  >  61162 Len=38,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:21:57,27.96078431372549,18533,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:21:58,27.98,18647,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:21:59,28.1,18740,192.168.8.134,162.249.72.5,UDP,76,61162  >  7116 Len=34,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:22:00,28.26,18847,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:01,27.90740740740741,18937,192.168.8.134,162.249.72.5,UDP,76,61162  >  7116 Len=34,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:22:02,28.06382978723404,19027,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:03,28.06,19107,192.168.8.134,162.249.72.5,UDP,76,61162  >  7116 Len=34,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:22:04,28.13461538461538,19199,192.168.8.134,162.249.72.5,UDP,76,61162  >  7116 Len=34,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:22:05,27.9375,19334,192.168.8.134,162.249.72.5,UDP,76,61162  >  7116 Len=34,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:22:06,28.08163265306122,19456,162.249.72.5,192.168.8.134,UDP,61,7116  >  61162 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:07,27.89583333333333,19752,162.249.72.5,192.168.8.134,UDP,61,7116  >  61162 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:08,28.16666666666667,20185,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:09,28.01785714285714,20722,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:10,27.85416666666667,21043,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:11,28.0,21153,162.249.72.5,192.168.8.134,UDP,80,7116  >  61162 Len=38,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:12,28.08620689655172,21358,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:13,28.2741935483871,21580,162.249.72.5,192.168.8.134,UDP,69,7116  >  61162 Len=27,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:14,28.2156862745098,21693,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:15,27.76923076923077,21752,162.249.72.5,192.168.8.134,UDP,61,7116  >  61162 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:16,28.0,21826,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:17,27.92105263157895,21873,192.168.8.134,162.249.72.5,UDP,76,61162  >  7116 Len=34,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:22:18,27.92857142857143,21923,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:19,27.95652173913043,22023,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:20,27.90909090909091,22127,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:21,27.90909090909091,22240,162.249.72.5,192.168.8.134,UDP,61,7116  >  61162 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:22,28.11904761904762,22323,162.249.72.5,192.168.8.134,UDP,61,7116  >  61162 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:23,28.03846153846154,22425,192.168.8.134,162.249.72.5,UDP,76,61162  >  7116 Len=34,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:22:24,27.97826086956522,22530,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:25,28.0,22593,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:26,28.1,22686,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:27,28.18181818181818,22787,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:28,27.93181818181818,22844,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:29,27.80434782608696,22897,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:30,28.05714285714286,22964,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:31,27.92156862745098,23005,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:32,28.0,23062,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:33,28.05,23130,192.168.8.134,162.249.72.5,UDP,76,61162  >  7116 Len=34,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:22:34,27.925,23186,192.168.8.134,162.249.72.5,UDP,76,61162  >  7116 Len=34,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:22:35,27.80487804878049,23238,192.168.8.134,162.249.72.5,UDP,76,61162  >  7116 Len=34,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:22:36,28.06818181818182,23303,192.168.8.134,162.249.72.5,UDP,76,61162  >  7116 Len=34,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:22:37,28.12280701754386,23355,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:38,28.1,23471,192.168.8.134,162.249.72.5,UDP,76,61162  >  7116 Len=34,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:22:39,28.07407407407407,23581,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:40,28.125,23922,192.168.8.134,162.249.72.5,UDP,76,61162  >  7116 Len=34,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:22:41,27.77272727272727,24030,192.168.8.134,162.249.72.5,UDP,76,61162  >  7116 Len=34,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:22:42,27.925,24121,162.249.72.5,192.168.8.134,UDP,104,7116  >  61162 Len=62,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:43,28.0,24188,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:44,27.81818181818182,24457,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:45,27.90384615384615,24757,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:46,28.14285714285714,25015,162.249.72.5,192.168.8.134,UDP,80,7116  >  61162 Len=38,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:47,28.02272727272727,25163,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:48,28.15217391304348,25291,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:49,28.14583333333333,25469,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:50,28.04651162790698,25582,162.249.72.5,192.168.8.134,UDP,69,7116  >  61162 Len=27,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:51,28.125,25745,162.249.72.5,192.168.8.134,UDP,61,7116  >  61162 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:52,28.16666666666667,25999,162.249.72.5,192.168.8.134,UDP,61,7116  >  61162 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:53,27.70833333333333,26112,162.249.72.5,192.168.8.134,UDP,61,7116  >  61162 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:54,28.21428571428572,26292,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:55,28.1875,26409,162.249.72.5,192.168.8.134,UDP,61,7116  >  61162 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:56,27.90909090909091,26496,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:57,27.88888888888889,26551,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:58,27.88636363636364,26659,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:22:59,28.05769230769231,26730,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:00,27.97727272727273,26864,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:01,28.0,26940,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:02,28.08695652173913,27043,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:03,28.11764705882353,27163,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:04,27.69047619047619,27233,192.168.8.134,162.249.72.5,UDP,76,61162  >  7116 Len=34,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:23:05,27.97826086956522,27287,162.249.72.5,192.168.8.134,UDP,80,7116  >  61162 Len=38,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:06,28.07692307692308,27389,162.249.72.5,192.168.8.134,UDP,80,7116  >  61162 Len=38,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:07,28.12962962962963,27463,192.168.8.134,162.249.72.5,UDP,76,61162  >  7116 Len=34,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:23:08,27.88461538461538,27532,192.168.8.134,162.249.72.5,UDP,76,61162  >  7116 Len=34,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:23:09,27.94230769230769,27597,192.168.8.134,162.249.72.5,UDP,76,61162  >  7116 Len=34,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:23:10,28.06,27672,192.168.8.134,162.249.72.5,UDP,76,61162  >  7116 Len=34,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:23:11,27.93333333333333,27742,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:12,28.09090909090909,27814,192.168.8.134,162.249.72.5,UDP,76,61162  >  7116 Len=34,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:23:13,27.95454545454545,27898,192.168.8.134,162.249.72.5,UDP,76,61162  >  7116 Len=34,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:23:14,27.94871794871795,27953,162.249.72.5,192.168.8.134,UDP,81,7116  >  61162 Len=39,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:15,28.08771929824561,28008,192.168.8.134,162.249.72.5,UDP,76,61162  >  7116 Len=34,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:23:16,28.22222222222222,28286,162.249.72.5,192.168.8.134,UDP,80,7116  >  61162 Len=38,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:17,27.82608695652174,28462,162.249.72.5,192.168.8.134,UDP,80,7116  >  61162 Len=38,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:18,27.93181818181818,28592,162.249.72.5,192.168.8.134,UDP,80,7116  >  61162 Len=38,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:19,27.98,28724,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:20,28.08,28818,162.249.72.5,192.168.8.134,UDP,69,7116  >  61162 Len=27,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:21,28.18604651162791,28943,192.168.8.134,162.249.72.5,UDP,76,61162  >  7116 Len=34,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:23:22,28.16666666666667,28991,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:23,28.0,29074,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:24,27.85416666666667,29167,162.249.72.5,192.168.8.134,UDP,68,7116  >  61162 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:25,27.97826086956522,29275,162.249.72.5,192.168.8.134,UDP,61,7116  >  61162 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:26,28.16666666666667,29394,162.249.72.5,192.168.8.134,UDP,61,7116  >  61162 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:27,27.8125,29517,162.249.72.5,192.168.8.134,UDP,61,7116  >  61162 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:28,27.95652173913043,29614,162.249.72.5,192.168.8.134,UDP,61,7116  >  61162 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:29,28.12820512820513,29724,162.249.72.5,192.168.8.134,UDP,61,7116  >  61162 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:30,28.05673758865248,29866,162.249.72.5,192.168.8.134,UDP,65,7116  >  61162 Len=23,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:31,28.12371134020619,30076,162.249.72.5,192.168.8.134,UDP,61,7116  >  61162 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:32,28.025,30208,162.249.72.5,192.168.8.134,UDP,61,7116  >  61162 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:33,27.93617021276596,30393,192.168.8.134,162.249.72.5,UDP,79,61162  >  7116 Len=37,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:23:34,28.07692307692308,30566,162.249.72.5,192.168.8.134,UDP,61,7116  >  61162 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:35,27.96428571428572,30727,162.249.72.5,192.168.8.134,UDP,165,7116  >  61162 Len=123,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:36,28.1566265060241,30836,192.168.8.134,162.249.72.5,UDP,80,61162  >  7116 Len=38,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:23:37,28.12222222222222,30979,162.249.72.5,192.168.8.134,UDP,296,7116  >  61162 Len=254,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:38,27.9875,31153,162.249.72.5,192.168.8.134,UDP,112,7116  >  61162 Len=70,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:39,27.92727272727273,31288,162.249.72.5,192.168.8.134,UDP,139,7116  >  61162 Len=97,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:40,27.97938144329897,31462,162.249.72.5,192.168.8.134,UDP,61,7116  >  61162 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:41,27.88288288288288,31571,162.249.72.5,192.168.8.134,UDP,280,7116  >  61162 Len=238,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:42,27.93258426966292,31691,162.249.72.5,192.168.8.134,UDP,112,7116  >  61162 Len=70,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:43,27.93069306930693,31809,162.249.72.5,192.168.8.134,UDP,604,7116  >  61162 Len=562,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:44,28.04819277108434,31935,162.249.72.5,192.168.8.134,UDP,150,7116  >  61162 Len=108,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:45,28.12871287128713,32034,162.249.72.5,192.168.8.134,UDP,219,7116  >  61162 Len=177,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:46,27.99,32186,192.168.8.134,162.249.72.5,UDP,80,61162  >  7116 Len=38,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:23:47,28.05785123966942,32353,162.249.72.5,192.168.8.134,UDP,244,7116  >  61162 Len=202,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:48,27.95180722891566,32511,162.249.72.5,192.168.8.134,UDP,175,7116  >  61162 Len=133,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:49,27.95412844036697,32687,162.249.72.5,192.168.8.134,UDP,113,7116  >  61162 Len=71,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:50,27.856,32842,192.168.8.134,162.249.72.5,UDP,81,61162  >  7116 Len=39,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:23:51,27.98198198198198,33022,192.168.8.134,162.249.72.5,UDP,88,61162  >  7116 Len=46,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:23:52,28.01785714285714,33161,162.249.72.5,192.168.8.134,UDP,92,7116  >  61162 Len=50,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:53,27.94827586206896,33330,162.249.72.5,192.168.8.134,UDP,218,7116  >  61162 Len=176,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:54,27.95798319327731,33516,162.249.72.5,192.168.8.134,UDP,338,7116  >  61162 Len=296,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:55,28.01948051948052,33685,162.249.72.5,192.168.8.134,UDP,61,7116  >  61162 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:56,27.925,33849,162.249.72.5,192.168.8.134,UDP,248,7116  >  61162 Len=206,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:57,28.13559322033898,33984,192.168.8.134,162.249.72.5,UDP,78,61162  >  7116 Len=36,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:23:58,28.02654867256637,34119,162.249.72.5,192.168.8.134,UDP,187,7116  >  61162 Len=145,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-07-07 22:23:59,27.96396396396396,34262,192.168.8.134,162.249.72.5,UDP,76,61162  >  7116 Len=34,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-07-07 22:24:00,28.07377049180328,34415,192.168.8.134,162.249.72.5,UDP,81,61162  >  7116 Len=39,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
