iter	RMSE
606	34.13575845
607	34.13562613
608	34.13551632
609	34.13536243
610	34.13522495
611	34.13515513
612	34.13509017
613	34.13508194
614	34.1350221
615	34.13486945
616	34.13478181
617	34.13467471
618	34.13456435
619	34.13455708
620	34.13443118
621	34.13429685
622	34.13422078
623	34.13410876
624	34.13405412
625	34.13400377
626	34.13380656
627	34.13369922
628	34.13363702
629	34.13344692
630	34.13329835
631	34.13314631
632	34.13312545
633	34.13296034
634	34.13274716
635	34.13265166
636	34.13250091
637	34.13240176
638	34.13226984
639	34.13215077
640	34.13203939
641	34.1318806
642	34.13175449
643	34.13164157
644	34.1315687
645	34.13149689
646	34.13139244
647	34.13128244
648	34.13113719
649	34.13104952
650	34.13097044
651	34.13085626
652	34.13075617
653	34.13057473
654	34.13053991
655	34.1303984
656	34.13036735
657	34.13027197
658	34.13018757
659	34.13005913
660	34.12998912
661	34.12996348
662	34.12985405
663	34.12978663
664	34.12971088
665	34.12963745
666	34.12947276
667	34.12932619
668	34.12927949
669	34.12909091
670	34.12899734
671	34.12893417
672	34.128828
673	34.12875113
674	34.12867443
675	34.12861416
676	34.12855779
677	34.12845305
678	34.12830957
679	34.12819852
680	34.12814439
681	34.12804509
682	34.12796858
683	34.12793584
684	34.12789871
685	34.12784121
686	34.12775371
687	34.1277283
688	34.12762157
689	34.12753005
690	34.12744116
691	34.12737315
692	34.12729705
693	34.12726598
694	34.12721643
695	34.12712454
696	34.12700227
697	34.12695749
698	34.12682059
699	34.12667948
700	34.12660165
701	34.12643286
702	34.12635684
703	34.1262409
704	34.12612969
705	34.12604969
706	34.12598853
707	34.12596838
708	34.12586321
709	34.12580519
710	34.12573952
711	34.12567172
712	34.12551295
713	34.12537755
714	34.12522618
715	34.12510518
716	34.12506348
717	34.12500663
718	34.12497782
719	34.12484776
720	34.12478847
721	34.12478219
722	34.12470026
723	34.12464325
724	34.12459158
725	34.12444289
726	34.12440658
727	34.12423235
728	34.12413492
729	34.12411736
730	34.12407689
731	34.12403052
732	34.12397413
733	34.12384002
734	34.12378867
735	34.12369051
736	34.12365714
737	34.12358914
738	34.12348873
739	34.12344558
740	34.12336463
741	34.12333189
742	34.1232321
743	34.12316386
744	34.12303764
745	34.12292473
746	34.12288353
747	34.12283858
748	34.12280404
749	34.12279042
750	34.12275495
751	34.12269317
752	34.12262363
753	34.12256668
754	34.12244196
755	34.12243287
756	34.12235138
757	34.12227015
758	34.12217657
759	34.12214669
760	34.12206045
761	34.12193069
762	34.12185097
763	34.12180499
764	34.12173966
765	34.12172931
766	34.12164282
767	34.12156232
768	34.12146941
769	34.12135427
770	34.12126496
771	34.12121478
772	34.12114781
773	34.1210564
774	34.12086225
775	34.12080634
776	34.12066387
777	34.12059061
778	34.12053095
779	34.12040807
780	34.12036026
781	34.12033363
782	34.1202572
783	34.12021477
784	34.12012602
785	34.12000717
786	34.11993727
787	34.11987663
788	34.11980736
789	34.11970367
790	34.11957793
791	34.1194878
792	34.1194042
793	34.1193027
794	34.11926769
795	34.11914846
796	34.11905947
797	34.11893791
798	34.1188202
799	34.11874295
800	34.11867205
801	34.11862194
802	34.11855762
803	34.11848708
804	34.11840826
805	34.11830147
806	34.11823798
807	34.1181992
808	34.11812228
809	34.11806757
810	34.11801666
811	34.11794058
812	34.11790236
813	34.11785086
814	34.11773149
815	34.11766572
816	34.11761095
817	34.11754533
818	34.11744274
819	34.11734345
820	34.11728653
821	34.11725608
822	34.11722439
823	34.11715947
824	34.11708566
825	34.11702427
826	34.11691793
827	34.11682925
828	34.11673322
829	34.11667541
830	34.11663318
831	34.11659606
832	34.11652381
833	34.11645524
834	34.11643473
835	34.11640362
836	34.11631926
837	34.11624312
838	34.11618692
839	34.1161357
840	34.11606856
841	34.11597306
842	34.11593006
843	34.11587954
844	34.11584793
845	34.11578593
846	34.11573224
847	34.11570318
848	34.11560779
849	34.11555916
850	34.11554788
851	34.11542711
852	34.11536182
853	34.11529706
854	34.11524449
855	34.11518758
856	34.11512714
857	34.11508916
858	34.11501379
859	34.11491092
860	34.11484824
861	34.11482952
862	34.11477247
863	34.1147061
864	34.11464834
865	34.11456577
866	34.11450162
867	34.11442714
868	34.114367
869	34.11426646
870	34.11415889
871	34.11412051
872	34.11410662
873	34.11404205
874	34.11397575
875	34.11396313
876	34.11389323
877	34.11377544
878	34.11371287
879	34.11365991
880	34.113653
881	34.11361849
882	34.11356063
883	34.11346387
884	34.11342565
885	34.11335779
886	34.11332658
887	34.11331771
888	34.11327298
889	34.1132207
890	34.11321634
891	34.11321266
892	34.1131274
893	34.11307301
894	34.11300824
895	34.11296096
896	34.11292281
897	34.11284676
898	34.11274983
899	34.11270121
900	34.11260824
901	34.11255821
902	34.11253652
903	34.11251096
904	34.11247997
905	34.11245667
906	34.11242275
907	34.11234523
908	34.11229366
909	34.11222826
910	34.11215605
911	34.11208203
912	34.11200677
913	34.11193569
914	34.11189601
915	34.11184682
916	34.11179362
917	34.11176302
918	34.11166963
919	34.11163403
920	34.1115815
921	34.11155396
922	34.11153361
923	34.11149902
924	34.11145912
925	34.11140402
926	34.11136899
927	34.11129056
928	34.11124291
929	34.11123974
930	34.11119751
931	34.11110849
932	34.1110482
933	34.11102126
934	34.11100657
935	34.11095447
936	34.11090225
937	34.11085374
938	34.11084389
939	34.11082267
940	34.11078543
941	34.11072036
942	34.1106939
943	34.11064126
944	34.11061125
945	34.11057636
946	34.11054472
947	34.11053292
948	34.11049164
949	34.11046758
950	34.11043636
951	34.11039146
952	34.11034161
953	34.11029884
954	34.11023955
955	34.11020293
956	34.11013329
957	34.1100938
958	34.10996266
959	34.10991313
960	34.10983806
961	34.10981215
962	34.10979445
963	34.10975909
964	34.10972273
965	34.10966609
966	34.10964446
967	34.1095879
968	34.10954947
969	34.10950518
970	34.10943029
971	34.10931109
972	34.10927254
973	34.10919155
974	34.10908314
975	34.10900682
976	34.10895675
977	34.10893421
978	34.10890307
979	34.10885206
980	34.1087977
981	34.10873532
982	34.10870132
983	34.10866279
984	34.1086314
985	34.10860061
986	34.10857296
987	34.10852777
988	34.10850401
989	34.10845426
990	34.10842799
991	34.10839137
992	34.1083722
993	34.1083172
994	34.10828916
995	34.10826544
996	34.10819612
997	34.10814737
998	34.10808655
999	34.10804301
